ENSMUSP00000000356	ENSP00000448051
ENSMUSP00000030673	ENSP00000362195
ENSMUSP00000094082	ENSP00000384053
ENSMUSP00000070368	ENSP00000397582
ENSMUSP00000048180	ENSP00000377496
ENSMUSP00000005532	ENSP00000264187
ENSMUSP00000064355	ENSP00000322087
ENSMUSP00000025250	ENSP00000365131
ENSMUSP00000003284	ENSP00000310127
ENSMUSP00000034863	ENSP00000220003
ENSMUSP00000048084	ENSP00000261396
ENSMUSP00000022971	ENSP00000367207
ENSMUSP00000129001	ENSP00000327850
ENSMUSP00000029588	ENSP00000314311
ENSMUSP00000044725	ENSP00000287322
ENSMUSP00000025696	ENSP00000371230
ENSMUSP00000033915	ENSP00000280187
ENSMUSP00000049355	ENSP00000405573
ENSMUSP00000066516	ENSP00000313829
ENSMUSP00000080741	ENSP00000309830
ENSMUSP00000022164	ENSP00000296785
ENSMUSP00000106018	ENSP00000417901
ENSMUSP00000058313	ENSP00000295736
ENSMUSP00000082346	ENSP00000331310
ENSMUSP00000027897	ENSP00000355924
ENSMUSP00000006467	ENSP00000295685
ENSMUSP00000047697	ENSP00000350719
ENSMUSP00000039012	ENSP00000222726
ENSMUSP00000021314	ENSP00000258960
ENSMUSP00000004829	ENSP00000357012
ENSMUSP00000046340	ENSP00000053867
ENSMUSP00000046939	ENSP00000343619
ENSMUSP00000117022	ENSP00000013034
ENSMUSP00000056315	ENSP00000290295
ENSMUSP00000045993	ENSP00000281043
ENSMUSP00000088074	ENSP00000398824
ENSMUSP00000085812	ENSP00000318944
ENSMUSP00000027050	ENSP00000350512
ENSMUSP00000005336	ENSP00000403712
ENSMUSP00000027603	ENSP00000356430
ENSMUSP00000057956	ENSP00000370330
ENSMUSP00000087110	ENSP00000391944
ENSMUSP00000021287	ENSP00000339449
ENSMUSP00000051092	ENSP00000377015
ENSMUSP00000121557	ENSP00000327268
ENSMUSP00000106102	ENSP00000380177
ENSMUSP00000028377	ENSP00000283256
ENSMUSP00000028398	ENSP00000376215
ENSMUSP00000047410	ENSP00000225525
ENSMUSP00000022327	ENSP00000401437
ENSMUSP00000078661	ENSP00000329002
ENSMUSP00000002733	ENSP00000377969
ENSMUSP00000052584	ENSP00000298910
ENSMUSP00000023840	ENSP00000286758
ENSMUSP00000021049	ENSP00000310572
ENSMUSP00000026076	ENSP00000393725
ENSMUSP00000081531	ENSP00000280333
ENSMUSP00000029053	ENSP00000360683
ENSMUSP00000104445	ENSP00000355656
ENSMUSP00000111009	ENSP00000284811
ENSMUSP00000025786	ENSP00000316454
ENSMUSP00000089336	ENSP00000366679
ENSMUSP00000099514	ENSP00000318486
ENSMUSP00000030814	ENSP00000419782
ENSMUSP00000037909	ENSP00000354207
ENSMUSP00000107657	ENSP00000356357
ENSMUSP00000088464	ENSP00000357307
ENSMUSP00000033465	ENSP00000359668
ENSMUSP00000020608	ENSP00000418447
ENSMUSP00000025944	ENSP00000282728
ENSMUSP00000078047	ENSP00000296575
ENSMUSP00000053101	ENSP00000378323
ENSMUSP00000006911	ENSP00000257904
ENSMUSP00000026416	ENSP00000266970
ENSMUSP00000000369	ENSP00000201979
ENSMUSP00000085650	ENSP00000262043
ENSMUSP00000076024	ENSP00000356146
ENSMUSP00000074387	ENSP00000260643
ENSMUSP00000018482	ENSP00000317891
ENSMUSP00000042207	ENSP00000220592
ENSMUSP00000110425	ENSP00000465676
ENSMUSP00000020362	ENSP00000274629
ENSMUSP00000136447	ENSP00000385806
ENSMUSP00000122915	ENSP00000352035
ENSMUSP00000117891	ENSP00000331327
ENSMUSP00000028755	ENSP00000220325
ENSMUSP00000042026	ENSP00000389087
ENSMUSP00000064929	ENSP00000381034
ENSMUSP00000017288	ENSP00000263895
ENSMUSP00000023525	ENSP00000283875
ENSMUSP00000031492	ENSP00000229340
ENSMUSP00000024698	ENSP00000326737
ENSMUSP00000112801	ENSP00000346791
ENSMUSP00000024179	ENSP00000388910
ENSMUSP00000017365	ENSP00000264639
ENSMUSP00000038063	ENSP00000360316
ENSMUSP00000027061	ENSP00000344192
ENSMUSP00000021807	ENSP00000380414
ENSMUSP00000118911	ENSP00000265069
ENSMUSP00000018143	ENSP00000360828
ENSMUSP00000041831	ENSP00000369218
ENSMUSP00000027649	ENSP00000356331
ENSMUSP00000120115	ENSP00000325376
ENSMUSP00000019882	ENSP00000221859
ENSMUSP00000081840	ENSP00000254584
ENSMUSP00000044368	ENSP00000302327
ENSMUSP00000025293	ENSP00000253814
ENSMUSP00000034131	ENSP00000299138
ENSMUSP00000103485	ENSP00000403946
ENSMUSP00000020408	ENSP00000417281
ENSMUSP00000129491	ENSP00000264554
ENSMUSP00000064410	ENSP00000386738
ENSMUSP00000027174	ENSP00000264279
ENSMUSP00000035806	ENSP00000298282
ENSMUSP00000118759	ENSP00000254942
ENSMUSP00000065004	ENSP00000380313
ENSMUSP00000099510	ENSP00000354558
ENSMUSP00000027730	ENSP00000241651
ENSMUSP00000029559	ENSP00000357470
ENSMUSP00000113071	ENSP00000353408
ENSMUSP00000024119	ENSP00000200457
ENSMUSP00000038576	ENSP00000369497
ENSMUSP00000028386	ENSP00000354251
ENSMUSP00000021552	ENSP00000337386
ENSMUSP00000003981	ENSP00000306157
ENSMUSP00000071872	ENSP00000297161
ENSMUSP00000026142	ENSP00000364847
ENSMUSP00000026845	ENSP00000258743
ENSMUSP00000091889	ENSP00000330694
ENSMUSP00000029374	ENSP00000383295
ENSMUSP00000126598	ENSP00000380942
ENSMUSP00000037377	ENSP00000346240
ENSMUSP00000031215	ENSP00000354568
ENSMUSP00000033004	ENSP00000170630
ENSMUSP00000081142	ENSP00000240185
ENSMUSP00000083722	ENSP00000386717
ENSMUSP00000001700	ENSP00000243056
ENSMUSP00000033184	ENSP00000299427
ENSMUSP00000099584	ENSP00000228825
ENSMUSP00000028299	ENSP00000358212
ENSMUSP00000114203	ENSP00000378529
ENSMUSP00000031617	ENSP00000202773
ENSMUSP00000104298	ENSP00000269305
ENSMUSP00000029941	ENSP00000321746
ENSMUSP00000000925	ENSP00000263121
ENSMUSP00000025262	ENSP00000410481
ENSMUSP00000114123	ENSP00000342235
ENSMUSP00000071720	ENSP00000319060
ENSMUSP00000105282	ENSP00000262383
ENSMUSP00000013130	ENSP00000350071
ENSMUSP00000017629	ENSP00000396704
ENSMUSP00000099549	ENSP00000364691
ENSMUSP00000003870	ENSP00000331152
ENSMUSP00000041968	ENSP00000219313
ENSMUSP00000040825	ENSP00000350785
ENSMUSP00000068896	ENSP00000411532
ENSMUSP00000026671	ENSP00000307272
ENSMUSP00000025932	ENSP00000358464
ENSMUSP00000095498	ENSP00000362300
ENSMUSP00000050461	ENSP00000352668
ENSMUSP00000038150	ENSP00000363435
ENSMUSP00000059276	ENSP00000384109
ENSMUSP00000002699	ENSP00000269701
ENSMUSP00000042702	ENSP00000369257
ENSMUSP00000021963	ENSP00000297156
ENSMUSP00000042572	ENSP00000006658
ENSMUSP00000022616	ENSP00000315130
ENSMUSP00000028250	ENSP00000343867
ENSMUSP00000001455	ENSP00000271555
ENSMUSP00000028768	ENSP00000260361
ENSMUSP00000028881	ENSP00000263341
ENSMUSP00000072615	ENSP00000245222
ENSMUSP00000027629	ENSP00000263707
ENSMUSP00000103483	ENSP00000242285
ENSMUSP00000084586	ENSP00000364801
ENSMUSP00000022419	ENSP00000225174
ENSMUSP00000006898	ENSP00000230056
ENSMUSP00000024860	ENSP00000327116
ENSMUSP00000077878	ENSP00000369312
ENSMUSP00000068148	ENSP00000238112
ENSMUSP00000001538	ENSP00000355245
ENSMUSP00000004622	ENSP00000354952
ENSMUSP00000053474	ENSP00000318177
ENSMUSP00000041627	ENSP00000265428
ENSMUSP00000000505	ENSP00000307288
ENSMUSP00000068479	ENSP00000362249
ENSMUSP00000090237	ENSP00000350941
ENSMUSP00000030412	ENSP00000394863
ENSMUSP00000027623	ENSP00000374332
ENSMUSP00000085549	ENSP00000217964
ENSMUSP00000032489	ENSP00000228918
ENSMUSP00000112600	ENSP00000409016
ENSMUSP00000027127	ENSP00000335321
ENSMUSP00000014911	ENSP00000230354
ENSMUSP00000027189	ENSP00000351273
ENSMUSP00000037385	ENSP00000330393
ENSMUSP00000029611	ENSP00000265165
ENSMUSP00000131625	ENSP00000376432
ENSMUSP00000054033	ENSP00000307939
ENSMUSP00000043078	ENSP00000328598
ENSMUSP00000018521	ENSP00000462337
ENSMUSP00000022634	ENSP00000370003
ENSMUSP00000035164	ENSP00000260810
ENSMUSP00000122103	ENSP00000388658
ENSMUSP00000113441	ENSP00000367001
ENSMUSP00000070682	ENSP00000379475
ENSMUSP00000071191	ENSP00000354871
ENSMUSP00000033640	ENSP00000353864
ENSMUSP00000000834	ENSP00000356694
ENSMUSP00000025691	ENSP00000347979
ENSMUSP00000052872	ENSP00000304592
ENSMUSP00000096394	ENSP00000406229
ENSMUSP00000036591	ENSP00000366534
ENSMUSP00000055073	ENSP00000256458
ENSMUSP00000076459	ENSP00000338343
ENSMUSP00000077106	ENSP00000218867
ENSMUSP00000081003	ENSP00000354554
ENSMUSP00000051107	ENSP00000350552
ENSMUSP00000005493	ENSP00000265113
ENSMUSP00000098661	ENSP00000349824
ENSMUSP00000036923	ENSP00000394051
ENSMUSP00000056967	ENSP00000441823
ENSMUSP00000031901	ENSP00000265310
ENSMUSP00000071616	ENSP00000339795
ENSMUSP00000025003	ENSP00000293894
ENSMUSP00000001326	ENSP00000329357
ENSMUSP00000000579	ENSP00000245479
ENSMUSP00000032709	ENSP00000394390
ENSMUSP00000099750	ENSP00000310301
ENSMUSP00000052559	ENSP00000222598
ENSMUSP00000021241	ENSP00000240306
ENSMUSP00000042413	ENSP00000354478
ENSMUSP00000024159	ENSP00000234198
ENSMUSP00000084062	ENSP00000272937
ENSMUSP00000040464	ENSP00000364190
ENSMUSP00000099653	ENSP00000362688
ENSMUSP00000021052	ENSP00000392617
ENSMUSP00000023759	ENSP00000378414
ENSMUSP00000062723	ENSP00000354900
ENSMUSP00000002708	ENSP00000297261
ENSMUSP00000041104	ENSP00000287295
ENSMUSP00000053297	ENSP00000333188
ENSMUSP00000128803	ENSP00000446714
ENSMUSP00000025847	ENSP00000344572
ENSMUSP00000078148	ENSP00000370031
ENSMUSP00000021750	ENSP00000355533
ENSMUSP00000028997	ENSP00000216911
ENSMUSP00000038412	ENSP00000320038
ENSMUSP00000092703	ENSP00000361264
ENSMUSP00000026520	ENSP00000302768
ENSMUSP00000049228	ENSP00000003084
ENSMUSP00000001046	ENSP00000346294
ENSMUSP00000086730	ENSP00000385450
ENSMUSP00000043691	ENSP00000287394
ENSMUSP00000006825	ENSP00000368190
ENSMUSP00000100868	ENSP00000267064
ENSMUSP00000031038	ENSP00000264312
ENSMUSP00000086948	ENSP00000386456
ENSMUSP00000038229	ENSP00000366271
ENSMUSP00000020630	ENSP00000302961
ENSMUSP00000025217	ENSP00000297185
ENSMUSP00000041374	ENSP00000341947
ENSMUSP00000090979	ENSP00000351789
ENSMUSP00000041180	ENSP00000310338
ENSMUSP00000093980	ENSP00000301788
ENSMUSP00000043085	ENSP00000341489
ENSMUSP00000080976	ENSP00000341030
ENSMUSP00000123088	ENSP00000316950
ENSMUSP00000103791	ENSP00000264499
ENSMUSP00000027257	ENSP00000289359
ENSMUSP00000049488	ENSP00000200453
ENSMUSP00000028689	ENSP00000367888
ENSMUSP00000053483	ENSP00000314080
ENSMUSP00000077833	ENSP00000270452
ENSMUSP00000085311	ENSP00000342710
ENSMUSP00000117347	ENSP00000261735
ENSMUSP00000034889	ENSP00000261917
ENSMUSP00000017975	ENSP00000273047
ENSMUSP00000095794	ENSP00000333994
ENSMUSP00000079752	ENSP00000263816
ENSMUSP00000035326	ENSP00000299163
ENSMUSP00000025642	ENSP00000227524
ENSMUSP00000027202	ENSP00000350447
ENSMUSP00000063795	ENSP00000304895
ENSMUSP00000027752	ENSP00000258341
ENSMUSP00000026681	ENSP00000351380
ENSMUSP00000033331	ENSP00000310205
ENSMUSP00000000221	ENSP00000300061
ENSMUSP00000031654	ENSP00000370222
ENSMUSP00000081557	ENSP00000354623
ENSMUSP00000090808	ENSP00000325448
ENSMUSP00000060433	ENSP00000366936
ENSMUSP00000110412	ENSP00000347778
ENSMUSP00000102078	ENSP00000262746
ENSMUSP00000109635	ENSP00000370719
ENSMUSP00000000704	ENSP00000225648
ENSMUSP00000040121	ENSP00000239165
ENSMUSP00000052496	ENSP00000239144
ENSMUSP00000042177	ENSP00000371734
ENSMUSP00000048002	ENSP00000328928
ENSMUSP00000103305	ENSP00000281708
ENSMUSP00000027498	ENSP00000325748
ENSMUSP00000081772	ENSP00000217893
ENSMUSP00000003044	ENSP00000323511
ENSMUSP00000049258	ENSP00000318313
ENSMUSP00000099881	ENSP00000377372
ENSMUSP00000108413	ENSP00000266376
ENSMUSP00000002152	ENSP00000404503
ENSMUSP00000105594	ENSP00000381499
ENSMUSP00000107869	ENSP00000288139
ENSMUSP00000034022	ENSP00000296504
ENSMUSP00000099317	ENSP00000322775
ENSMUSP00000005583	ENSP00000262890
ENSMUSP00000080791	ENSP00000323687
ENSMUSP00000004173	ENSP00000382508
ENSMUSP00000108204	ENSP00000229304
ENSMUSP00000054307	ENSP00000302543
ENSMUSP00000035090	ENSP00000417601
ENSMUSP00000029371	ENSP00000369154
ENSMUSP00000021903	ENSP00000252506
ENSMUSP00000028239	ENSP00000362924
ENSMUSP00000087947	ENSP00000425845
ENSMUSP00000035112	ENSP00000232978
ENSMUSP00000047667	ENSP00000310375
ENSMUSP00000105216	ENSP00000253363
ENSMUSP00000032143	ENSP00000296255
ENSMUSP00000043522	ENSP00000308549
ENSMUSP00000099502	ENSP00000413572
ENSMUSP00000056604	ENSP00000274764
ENSMUSP00000029658	ENSP00000265162
ENSMUSP00000072620	ENSP00000324105
ENSMUSP00000087870	ENSP00000368401
ENSMUSP00000009705	ENSP00000362299
ENSMUSP00000026008	ENSP00000302120
ENSMUSP00000077781	ENSP00000355809
ENSMUSP00000042364	ENSP00000217652
ENSMUSP00000099397	ENSP00000246914
ENSMUSP00000124133	ENSP00000385571
ENSMUSP00000105053	ENSP00000411459
ENSMUSP00000023462	ENSP00000215832
ENSMUSP00000088845	ENSP00000256443
ENSMUSP00000021530	ENSP00000338018
ENSMUSP00000003115	ENSP00000228872
ENSMUSP00000029438	ENSP00000358571
ENSMUSP00000023829	ENSP00000244741
ENSMUSP00000036797	ENSP00000331040
ENSMUSP00000103362	ENSP00000259021
ENSMUSP00000023119	ENSP00000447173
ENSMUSP00000022293	ENSP00000361635
ENSMUSP00000099819	ENSP00000265333
ENSMUSP00000022369	ENSP00000211998
ENSMUSP00000052258	ENSP00000290649
ENSMUSP00000051035	ENSP00000382544
ENSMUSP00000035220	ENSP00000265563
ENSMUSP00000053897	ENSP00000269571
ENSMUSP00000026973	ENSP00000353415
ENSMUSP00000080257	ENSP00000333496
ENSMUSP00000088358	ENSP00000357861
ENSMUSP00000009875	ENSP00000218176
ENSMUSP00000003079	ENSP00000265717
ENSMUSP00000027760	ENSP00000303192
ENSMUSP00000028735	ENSP00000254958
ENSMUSP00000035037	ENSP00000289153
ENSMUSP00000079722	ENSP00000346634
ENSMUSP00000062593	ENSP00000364929
ENSMUSP00000031170	ENSP00000273853
ENSMUSP00000001059	ENSP00000401445
ENSMUSP00000064963	ENSP00000284000
ENSMUSP00000030984	ENSP00000339381
ENSMUSP00000023171	ENSP00000232424
ENSMUSP00000066607	ENSP00000358617
ENSMUSP00000047441	ENSP00000396620
ENSMUSP00000003219	ENSP00000289382
ENSMUSP00000009550	ENSP00000247161
ENSMUSP00000078169	ENSP00000319591
ENSMUSP00000027696	ENSP00000350681
ENSMUSP00000031841	ENSP00000297071
ENSMUSP00000112063	ENSP00000313759
ENSMUSP00000002678	ENSP00000221930
ENSMUSP00000040331	ENSP00000321388
ENSMUSP00000085400	ENSP00000288699
ENSMUSP00000021617	ENSP00000451575
ENSMUSP00000034766	ENSP00000261523
ENSMUSP00000024657	ENSP00000341805
ENSMUSP00000129513	ENSP00000251973
ENSMUSP00000029795	ENSP00000327025
ENSMUSP00000101269	ENSP00000367545
ENSMUSP00000049063	ENSP00000262839
ENSMUSP00000041210	ENSP00000253392
ENSMUSP00000086542	ENSP00000418529
ENSMUSP00000057965	ENSP00000340913
ENSMUSP00000071956	ENSP00000359990
ENSMUSP00000077438	ENSP00000438949
ENSMUSP00000029085	ENSP00000359518
ENSMUSP00000064241	ENSP00000357025
ENSMUSP00000088451	ENSP00000376204
ENSMUSP00000055254	ENSP00000347005
ENSMUSP00000027379	ENSP00000375977
ENSMUSP00000070995	ENSP00000262887
ENSMUSP00000021045	ENSP00000225823
ENSMUSP00000026461	ENSP00000350491
ENSMUSP00000053489	ENSP00000386884
ENSMUSP00000020617	ENSP00000261937
ENSMUSP00000032419	ENSP00000229329
ENSMUSP00000033608	ENSP00000263033
ENSMUSP00000126531	ENSP00000369217
ENSMUSP00000105348	ENSP00000333633
ENSMUSP00000032182	ENSP00000285021
ENSMUSP00000029879	ENSP00000265433
ENSMUSP00000064680	ENSP00000303315
ENSMUSP00000026236	ENSP00000359215
ENSMUSP00000056977	ENSP00000262713
ENSMUSP00000043981	ENSP00000246802
ENSMUSP00000023123	ENSP00000369889
ENSMUSP00000099867	ENSP00000347507
ENSMUSP00000114114	ENSP00000229030
ENSMUSP00000075283	ENSP00000365514
ENSMUSP00000019938	ENSP00000357982
ENSMUSP00000092901	ENSP00000252818
ENSMUSP00000027849	ENSP00000354782
ENSMUSP00000027528	ENSP00000264605
ENSMUSP00000033547	ENSP00000348163
ENSMUSP00000064155	ENSP00000243326
ENSMUSP00000005826	ENSP00000342056
ENSMUSP00000027035	ENSP00000297316
ENSMUSP00000026841	ENSP00000325136
ENSMUSP00000023559	ENSP00000231887
ENSMUSP00000062344	ENSP00000301727
ENSMUSP00000131443	ENSP00000391453
ENSMUSP00000079548	ENSP00000379612
ENSMUSP00000021539	ENSP00000216639
ENSMUSP00000130535	ENSP00000443988
ENSMUSP00000023143	ENSP00000340118
ENSMUSP00000045838	ENSP00000355866
ENSMUSP00000073880	ENSP00000339095
ENSMUSP00000064668	ENSP00000347626
ENSMUSP00000097528	ENSP00000357880
ENSMUSP00000065810	ENSP00000344106
ENSMUSP00000070250	ENSP00000387282
ENSMUSP00000033087	ENSP00000473172
ENSMUSP00000048016	ENSP00000399982
ENSMUSP00000075339	ENSP00000263663
ENSMUSP00000030805	ENSP00000340278
ENSMUSP00000030489	ENSP00000294339
ENSMUSP00000040706	ENSP00000286639
ENSMUSP00000022119	ENSP00000282185
ENSMUSP00000103923	ENSP00000248668
ENSMUSP00000002625	ENSP00000361289
ENSMUSP00000066068	ENSP00000252699
ENSMUSP00000027740	ENSP00000263726
ENSMUSP00000028302	ENSP00000360811
ENSMUSP00000000253	ENSP00000362717
ENSMUSP00000007799	ENSP00000339191
ENSMUSP00000064518	ENSP00000382004
ENSMUSP00000038142	ENSP00000264938
ENSMUSP00000049007	ENSP00000304669
ENSMUSP00000007130	ENSP00000344456
ENSMUSP00000029865	ENSP00000344215
ENSMUSP00000099855	ENSP00000360222
ENSMUSP00000014597	ENSP00000259089
ENSMUSP00000090130	ENSP00000263559
ENSMUSP00000078910	ENSP00000314619
ENSMUSP00000050444	ENSP00000292174
ENSMUSP00000072732	ENSP00000249396
ENSMUSP00000075327	ENSP00000264977
ENSMUSP00000019708	ENSP00000263620
ENSMUSP00000048285	ENSP00000325312
ENSMUSP00000018568	ENSP00000225729
ENSMUSP00000079380	ENSP00000348461
ENSMUSP00000027986	ENSP00000263036
ENSMUSP00000033040	ENSP00000278568
ENSMUSP00000054583	ENSP00000331544
ENSMUSP00000048334	ENSP00000384169
ENSMUSP00000014920	ENSP00000268605
ENSMUSP00000046089	ENSP00000210187
ENSMUSP00000021091	ENSP00000380378
ENSMUSP00000045036	ENSP00000352208
ENSMUSP00000021922	ENSP00000239243
ENSMUSP00000058354	ENSP00000372170
ENSMUSP00000018713	ENSP00000353475
ENSMUSP00000080994	ENSP00000354876
ENSMUSP00000039486	ENSP00000292363
ENSMUSP00000074142	ENSP00000373730
ENSMUSP00000035962	ENSP00000301264
ENSMUSP00000018737	ENSP00000231061
ENSMUSP00000067898	ENSP00000346829
ENSMUSP00000025209	ENSP00000414920
ENSMUSP00000011493	ENSP00000269945
ENSMUSP00000063104	ENSP00000340292
ENSMUSP00000055469	ENSP00000381425
ENSMUSP00000064280	ENSP00000345731
ENSMUSP00000025803	ENSP00000363081
ENSMUSP00000028068	ENSP00000365687
ENSMUSP00000034815	ENSP00000260363
ENSMUSP00000001950	ENSP00000314733
ENSMUSP00000126377	ENSP00000303507
ENSMUSP00000112438	ENSP00000356236
ENSMUSP00000067046	ENSP00000312652
ENSMUSP00000078878	ENSP00000310668
ENSMUSP00000030747	ENSP00000330237
ENSMUSP00000013842	ENSP00000353660
ENSMUSP00000041874	ENSP00000250457
ENSMUSP00000023709	ENSP00000252242
ENSMUSP00000055709	ENSP00000246229
ENSMUSP00000015003	ENSP00000368686
ENSMUSP00000044123	ENSP00000349156
ENSMUSP00000005503	ENSP00000234420
ENSMUSP00000099430	ENSP00000344544
ENSMUSP00000064536	ENSP00000282561
ENSMUSP00000084599	ENSP00000260753
ENSMUSP00000034722	ENSP00000337761
ENSMUSP00000069457	ENSP00000230882
ENSMUSP00000016081	ENSP00000423563
ENSMUSP00000100933	ENSP00000447149
ENSMUSP00000025497	ENSP00000262464
ENSMUSP00000031224	ENSP00000212355
ENSMUSP00000018645	ENSP00000268712
ENSMUSP00000015987	ENSP00000352900
ENSMUSP00000083705	ENSP00000339027
ENSMUSP00000076491	ENSP00000419692
ENSMUSP00000020109	ENSP00000188312
ENSMUSP00000047652	ENSP00000266037
ENSMUSP00000027768	ENSP00000355465
ENSMUSP00000012627	ENSP00000223129
ENSMUSP00000003640	ENSP00000245919
ENSMUSP00000021674	ENSP00000306245
ENSMUSP00000003529	ENSP00000221265
ENSMUSP00000010278	ENSP00000235090
ENSMUSP00000003964	ENSP00000317904
ENSMUSP00000052777	ENSP00000339826
ENSMUSP00000038514	ENSP00000365016
ENSMUSP00000006235	ENSP00000342070
ENSMUSP00000000122	ENSP00000172229
ENSMUSP00000028139	ENSP00000292035
ENSMUSP00000047119	ENSP00000395772
ENSMUSP00000058321	ENSP00000349541
ENSMUSP00000000349	ENSP00000359151
ENSMUSP00000085580	ENSP00000318197
ENSMUSP00000025523	ENSP00000286301
ENSMUSP00000091041	ENSP00000222673
ENSMUSP00000036580	ENSP00000290167
ENSMUSP00000075170	ENSP00000354859
ENSMUSP00000000127	ENSP00000225512
ENSMUSP00000137439	ENSP00000244769
ENSMUSP00000056715	ENSP00000366843
ENSMUSP00000017552	ENSP00000377840
ENSMUSP00000030886	ENSP00000235332
ENSMUSP00000100920	ENSP00000228280
ENSMUSP00000110748	ENSP00000323194
ENSMUSP00000022734	ENSP00000365991
ENSMUSP00000023732	ENSP00000301061
ENSMUSP00000040905	ENSP00000358363
ENSMUSP00000097154	ENSP00000438262
ENSMUSP00000102034	ENSP00000306015
ENSMUSP00000052591	ENSP00000386170
ENSMUSP00000056641	ENSP00000261593
ENSMUSP00000001975	ENSP00000292431
ENSMUSP00000029387	ENSP00000417229
ENSMUSP00000019917	ENSP00000420357
ENSMUSP00000020452	ENSP00000347906
ENSMUSP00000014848	ENSP00000222718
ENSMUSP00000094956	ENSP00000364578
ENSMUSP00000030834	ENSP00000297494
ENSMUSP00000018610	ENSP00000327251
ENSMUSP00000120421	ENSP00000337459
ENSMUSP00000030025	ENSP00000333122
ENSMUSP00000051069	ENSP00000270617
ENSMUSP00000078741	ENSP00000256646
ENSMUSP00000028288	ENSP00000277541
ENSMUSP00000086383	ENSP00000380247
ENSMUSP00000040920	ENSP00000006015
ENSMUSP00000120276	ENSP00000283921
ENSMUSP00000000964	ENSP00000343246
ENSMUSP00000048971	ENSP00000337332
ENSMUSP00000022051	ENSP00000296849
ENSMUSP00000113773	ENSP00000300589
ENSMUSP00000034618	ENSP00000347742
ENSMUSP00000064637	ENSP00000261332
ENSMUSP00000040917	ENSP00000255476
ENSMUSP00000023213	ENSP00000321320
ENSMUSP00000076514	ENSP00000347152
ENSMUSP00000087961	ENSP00000435835
ENSMUSP00000046960	ENSP00000337432
ENSMUSP00000078901	ENSP00000363944
ENSMUSP00000021133	ENSP00000312066
ENSMUSP00000031190	ENSP00000359290
ENSMUSP00000080832	ENSP00000216271
ENSMUSP00000103528	ENSP00000323889
ENSMUSP00000021937	ENSP00000350869
ENSMUSP00000030439	ENSP00000347548
ENSMUSP00000022705	ENSP00000258648
ENSMUSP00000048198	ENSP00000287169
ENSMUSP00000023812	ENSP00000448689
ENSMUSP00000031221	ENSP00000234626
ENSMUSP00000040596	ENSP00000341911
ENSMUSP00000047475	ENSP00000257604
ENSMUSP00000004222	ENSP00000263208
ENSMUSP00000101479	ENSP00000420195
ENSMUSP00000023487	ENSP00000264245
ENSMUSP00000039900	ENSP00000357177
ENSMUSP00000024954	ENSP00000263734
ENSMUSP00000029345	ENSP00000303231
ENSMUSP00000043583	ENSP00000435210
ENSMUSP00000086459	ENSP00000375986
ENSMUSP00000029574	ENSP00000294728
ENSMUSP00000022053	ENSP00000166345
ENSMUSP00000030456	ENSP00000255120
ENSMUSP00000084572	ENSP00000364815
ENSMUSP00000032561	ENSP00000245932
ENSMUSP00000005889	ENSP00000472929
ENSMUSP00000062782	ENSP00000360916
ENSMUSP00000066860	ENSP00000358211
ENSMUSP00000037192	ENSP00000243457
ENSMUSP00000025288	ENSP00000354794
ENSMUSP00000050773	ENSP00000241014
ENSMUSP00000078690	ENSP00000265997
ENSMUSP00000086204	ENSP00000333685
ENSMUSP00000075140	ENSP00000305071
ENSMUSP00000020316	ENSP00000329967
ENSMUSP00000002444	ENSP00000306335
ENSMUSP00000023352	ENSP00000313420
ENSMUSP00000073268	ENSP00000363092
ENSMUSP00000045218	ENSP00000331698
ENSMUSP00000102246	ENSP00000283936
ENSMUSP00000069850	ENSP00000305422
ENSMUSP00000034689	ENSP00000247970
ENSMUSP00000062256	ENSP00000305372
ENSMUSP00000040847	ENSP00000358301
ENSMUSP00000066214	ENSP00000352936
ENSMUSP00000054863	ENSP00000305556
ENSMUSP00000004729	ENSP00000346173
ENSMUSP00000024885	ENSP00000234170
ENSMUSP00000046515	ENSP00000239882
ENSMUSP00000109574	ENSP00000305918
ENSMUSP00000130898	ENSP00000339479
ENSMUSP00000081880	ENSP00000349305
ENSMUSP00000020665	ENSP00000286317
ENSMUSP00000098092	ENSP00000331741
ENSMUSP00000040232	ENSP00000298767
ENSMUSP00000120414	ENSP00000362918
ENSMUSP00000081772	ENSP00000217893
ENSMUSP00000022681	ENSP00000312634
ENSMUSP00000088935	ENSP00000376076
ENSMUSP00000045460	ENSP00000384211
ENSMUSP00000112554	ENSP00000422168
ENSMUSP00000027538	ENSP00000264607
ENSMUSP00000104021	ENSP00000220597
ENSMUSP00000103245	ENSP00000363804
ENSMUSP00000054275	ENSP00000374135
ENSMUSP00000020971	ENSP00000321330
ENSMUSP00000023561	ENSP00000296257
ENSMUSP00000085260	ENSP00000363193
ENSMUSP00000046905	ENSP00000299601
ENSMUSP00000025875	ENSP00000262352
ENSMUSP00000048036	ENSP00000251413
ENSMUSP00000026459	ENSP00000262030
ENSMUSP00000022182	ENSP00000296641
ENSMUSP00000020717	ENSP00000000233
ENSMUSP00000080354	ENSP00000346001
ENSMUSP00000003154	ENSP00000215368
ENSMUSP00000084794	ENSP00000266070
ENSMUSP00000104216	ENSP00000448598
ENSMUSP00000002327	ENSP00000319831
ENSMUSP00000025999	ENSP00000348381
ENSMUSP00000073041	ENSP00000342307
ENSMUSP00000018992	ENSP00000231572
